naziv;¹ifra;marka;neto kolièina;jedinica mjere;MPC;cijena za jedinicu mjere;MPC za vrijeme posebnog oblika prodaje;Najni¾a cijena u posljednjih 30 dana;datum sidrene cijene;sidrena cijena na 2.5.2025.;barkod;kategorija proizvoda
DJ.AKTIVATOR HISKIN 150 ml ;378264;;0.1500;L;9.49;63.27;;;02.05.2025;9.49;5905359804871;Kozmetika
TEQUILA SIERRA CHILI 0,7 L;378265;;0.7000;L;19.99;28.56;;;02.05.2025;19.99;4062400168809;Piæa
DJ.©AMPON HISKIN 300 ml ;378266;;0.3000;L;8.89;29.63;;;02.05.2025;8.89;5905359804864;Kozmetika
DJ.REGENERATOR HISKIN 250 ml ;378269;;0.2500;L;9.49;37.96;;;02.05.2025;9.49;5905359804857;Kozmetika
DJ.REGENERATOR HISKIN 150 ml ;378273;;0.1500;L;8.89;59.27;;;02.05.2025;8.89;5905359804840;Kozmetika
RUM OLD PASCAS DARK 0,7 L;378274;;0.7000;L;12.99;18.56;;;02.05.2025;12.99;4062400527101;Piæa
DJ.SPREJ HISKIN 150 ml ;378275;;0.1500;L;9.49;63.27;;;02.05.2025;9.49;5905359804833;Kozmetika
GEL GARNIER ZA ÈI©.LICA 250 ml;378276;Garnier;0.2500;l;7.99;31.96;;;02.05.2025;7.99;3600542586030;Kozmetika
GIN HENDRICKS GR.CABARN. 0,7 L;378278;;0.7000;L;48.02;68.60;;;02.05.2025;48.02;5010327705910;Piæa
VINO RIOJA FREIXENET 0,75 L;378280;Freixenet;0.7500;L;10.02;13.36;;;02.05.2025;10.02;8410036809027;Piæa
MICELAR. GARNIER VOD.P. 400 ml;378281;Garnier;0.4000;L;7.59;18.98;;;02.05.2025;7.59;3600542607599;Kozmetika
GIN FINSBURRY STRAWBERY 0,7 L;378282;;0.7000;L;13.99;19.99;;;02.05.2025;13.99;4062400309202;Piæa
INT.SAPUN CHILLY DELICA.250 ml;378290;Chilly;0.2500;L;4.85;19.40;;;02.05.2025;4.85;8002410031690;Toaletne potrep¹tine
GRISSINI KIKIRIKI SEZAM 70 g;378291;;0.0700;kg;0.62;8.86;;;02.05.2025;0.62;8606108732441;Hrana
INT.SAPUN CHILLY FRESH 300 ml;378292;Chilly;0.3000;L;4.85;16.17;;;02.05.2025;4.85;8002410037364;Toaletne potrep¹tine
©AM.OLIVAL PASJI TRN  250ml;378294;Olival;0.2500;L;6.29;25.16;;;02.05.2025;6.29;3858892694916;Kozmetika
GRISSINI ©UNKA-SIR 70 g;378295;;0.0700;kg;0.62;8.86;;;02.05.2025;0.62;8606108732434;Hrana
GRISSINI MEDITERAN 70 g;378296;;0.0700;kg;0.62;8.86;;;02.05.2025;0.62;8606108732458;Hrana
SNACK MIX DELIZZIA 80 g;378297;;0.0800;kg;0.80;10.00;;;02.05.2025;0.80;8606108732496;Hrana
GEL MELEM ZA TU©.COLD 250 ml;378298;Melem;0.2500;l;2.99;11.96;;;02.05.2025;2.99;3856007911040;Kozmetika
TAB.SOMAT EXCELLENCE 65/1;378299;Somat;65.0000;kom;19.99;0.31;;;02.05.2025;19.99;9000101807875;Sredstva za èi¹æenje
GEL ZA KOSU RECEPT EXTR.150 ml;378300;Recept;0.1500;l;6.99;46.60;;;02.05.2025;6.99;3838980608513;Kozmetika
TAB.SOMAT EXCELLENC.75/1;378301;Somat;75.0000;kom;19.99;0.27;;;02.05.2025;19.99;9000101808742;Sredstva za èi¹æenje
KREMA ZA KOSU RECEPT 150 ml;378302;Recept;0.1500;l;6.99;46.60;;;02.05.2025;6.99;3838980608520;Kozmetika
INT.SAPUN XME MENTOL 300 ml;378306;Despar;0.3000;L;1.99;6.63;;;02.05.2025;1.99;8001300902409;Toaletne potrep¹tine
©AM.RECEPT CAFFEINE 400 ml;378307;Recept;0.4000;l;4.69;11.73;;;02.05.2025;4.69;3838980607868;Kozmetika
KAPSULE ARIEL LENOR FRESH 20/1;378308;Ariel;20.0000;kom;;0.60;11.99;13.99;02.05.2025;13.99;8700216357203;Sredstva za èi¹æenje
INT.SAPUN XME SLJEZ&ALO.300 ml;378309;Despar;0.3000;L;1.99;6.63;;;02.05.2025;1.99;8001300902416;Toaletne potrep¹tine
DOD.JEL.NAT.PUR ZAÈ.BILJE 33 g;378310;Natur pur;0.0330;kg;0.99;30.00;;;02.05.2025;0.99;9100000006123;Hrana
KAPSULE ARIEL AMETIST 36/1;378311;Ariel;36.0000;kom;18.99;0.53;;14.99;02.05.2025;14.99;8700216357128;Sredstva za èi¹æenje
DET.ARIEL FRESH AIR 1,7 L;378312;Ariel;1.7000;l;;7.05;11.99;13.99;02.05.2025;13.99;8700216340540;Sredstva za èi¹æenje
DET.ARIEL FRESH AIR 1,76 kg;378314;Ariel;1.7600;kg;;6.81;11.99;13.99;02.05.2025;13.99;8700216438025;Sredstva za èi¹æenje
SERUM NAJFINIJI HYALURON 30 ml;378315;NAJFINIJI;0.0300;L;12.99;433.00;;;02.05.2025;12.99;3859893913709;Kozmetika
MASLAC NAJFINJI BUR.OR.100 ml;378316;NAJFINIJI;0.1000;l;14.99;149.90;;;02.05.2025;14.99;3859893913792;Kozmetika
KAPSULE ARIEL MOUN.SPRING 31/1;378317;Ariel;31.0000;kom;14.99;0.48;;14.99;02.05.2025;14.99;8001090726971;Sredstva za èi¹æenje
KAPSULE ARIEL COL.FRESH 31/1;378318;Ariel;31.0000;kom;14.99;0.48;;14.99;02.05.2025;14.99;8001090726957;Sredstva za èi¹æenje
KREMA NAJFINJI ZA LIC.S.M50 ml;378320;NAJFINIJI;0.0500;l;14.99;299.80;;;02.05.2025;14.99;3859893913785;Kozmetika
PILING NAJFINIJI ARGAN 300 ml;378321;;0.3000;kg;7.99;26.63;;;02.05.2025;7.99;3859893913389;Kozmetika
©AM.HERBAL ESSENCE ARGA.350 ml;378322;Herbal Essences;0.3500;l;4.99;14.26;;;02.05.2025;4.99;8700216211345;Kozmetika
©AM.HERBAL ESSENCE ROSE 350 ml;378323;Herbal Essences;0.3500;l;4.99;14.26;;;02.05.2025;4.99;8700216211277;Kozmetika
©AM.HERBAL ESSENCE ORAN.350 ml;378324;Herbal Essences;0.3500;l;4.99;14.26;;;02.05.2025;4.99;8700216210713;Kozmetika
©AM.HERBAL ESSENCE COCO 350 ml;378325;Herbal Essences;0.3500;l;4.99;14.26;;;02.05.2025;4.99;8700216210843;Kozmetika
REG.HERBAL ESSENCE ARG.250 ml;378326;Herbal Essences;0.2500;l;4.99;19.96;;;02.05.2025;4.99;8700216211161;Kozmetika
REG.HERBAL ESSENCE ROSE 250 ml;378327;Herbal Essences;0.2500;l;4.99;19.96;;;02.05.2025;4.99;8700216211024;Kozmetika
REG.HERBAL ESSENCE ORAN.250 ml;378328;Herbal Essences;0.2500;l;4.99;19.96;;;02.05.2025;4.99;8700216210317;Kozmetika
REG.HERBAL ESSENCE COCO 250 ml;378329;Herbal Essences;0.2500;l;4.99;19.96;;;02.05.2025;4.99;8700216210393;Kozmetika
MASKA HERBAL ARGAN OIL 300 ml;378330;Herbal Essences;0.3000;l;6.99;23.30;;;02.05.2025;6.99;8700216210966;Kozmetika
MEXICANEZ WRAPS HAK 550 g;378338;;0.5500;kg;1.99;3.62;;;02.05.2025;1.99;8720600621659;Hrana
MEXICANEZ NACHOS HAK 550 g;378340;;0.5500;kg;3.39;6.16;;;02.05.2025;3.39;8720600621697;Hrana
MEXICANEZ TACOS HAK 550 g;378341;;0.5500;kg;3.39;6.16;;;02.05.2025;3.39;8720600621734;Hrana
SORBET MANGO MARAKU.CRO.500 ml;378342;;0.5000;L;7.99;15.98;;;02.05.2025;7.99;3859894052308;Hrana
KREM SLA.VAN.BOUR.CROCC.500 ml;378343;;0.5000;L;7.49;14.98;;;02.05.2025;7.49;3859894052315;Hrana
TJES.DE CECCO VERMICELLI 500 g;378344;De Cecco;0.5000;kg;3.39;6.78;;;02.05.2025;3.39;8001250121707;Hrana
EN.NAP.PRO GAME FOC.MAN.0,33 L;378345;Jamnica;0.3300;L;.99;3.00;;;02.05.2025;.99;3856028500469;Piæa
EN.NAP.PRO GAME STA.VI©.0,33 L;378346;Jamnica;0.3300;L;.99;3.00;;;02.05.2025;.99;3856028500438;Piæa
TONIC JAMNICA SENSATION 0,5 L;378347;Jamnica;0.5000;L;1.12;2.24;;;02.05.2025;1.12;3856028501244;Piæa
OSV.PIÆE TOCO JAB.RABARB.1,5 L;378348;;1.5000;L;1.69;1.13;;;02.05.2025;1.69;3856028501060;Piæa
OSVJ.PIÆE TOCO LIM.KRAST.1,5 L;378349;;1.5000;L;1.69;1.13;;;02.05.2025;1.69;3856028501121;Piæa
MED BAGREM OPG KLAIÆ 450 g;378350;;0.4500;kg;8.99;19.98;;;02.05.2025;8.99;3859894301017;Hrana
MED BAGREM OPG KLAIÆ 900 g;378352;;0.9000;kg;15.99;17.77;;;02.05.2025;15.99;3859894301000;Hrana
MED CVJETNI OPG KLAIÆ 900 g;378353;;0.9000;kg;15.99;17.77;;;02.05.2025;15.99;3859894301024;Hrana
MED CVJETNI OPG KLAIÆ 450 g;378359;;0.4500;kg;8.99;19.98;;;02.05.2025;8.99;3859894301031;Hrana
TONIC JAMNICA SENSATION 1,5 L;378360;Jamnica;1.5000;L;1.69;1.13;;;02.05.2025;1.69;3875000183278;Piæa
OSVJ.PIÆE TOCO LIM.KRAST.0,5 L;378361;;0.5000;L;1.05;2.10;;;02.05.2025;1.05;3856028501091;Piæa
OSVJ.PIÆE TOCO JAB.RABAR.0,5 L;378363;;0.5000;L;1.05;2.10;;;02.05.2025;1.05;3856028501039;Piæa
TP PALOMA EXCLUSIVE XXL 20/1;378364;Paloma;20.0000;kom;5.49;0.27;;;02.05.2025;5.49;3838952034005;Toaletne potrep¹tine
D®EM DIDA BO®A EKS.MALINA 240g;378369;Dida Boza;0.2400;kg;3.69;15.38;;;02.05.2025;3.69;3859894111180;Hrana
KEKS BISKREM KAKAO 160 g;378384;Biskrem;0.1600;kg;1.99;12.44;;;02.05.2025;1.99;5941664006814;Hrana
KREKERI S BUDGET SLANI 350 g;378387;S-Budget;0.3500;kg;1.89;5.40;;;02.05.2025;1.89;3831115340906;Hrana
GEL OLOVKA EVELINE 02 1/1 ;378411;Eveline;1.0000;kom;5.49;5.49;;;02.05.2025;5.49;5903416052487;Kozmetika
GEL OLOVKA EVELINE 01 1/1 ;378412;Eveline;1.0000;kom;5.49;5.49;;;02.05.2025;5.49;5903416052470;Kozmetika
GEL OLOVKA EVELINE 03 1/1 ;378413;Eveline;1.0000;kom;5.49;5.49;;;02.05.2025;5.49;5903416052494;Kozmetika
GEL OLOVKA EVELINE 04 1/1 ;378414;Eveline;1.0000;kom;5.49;5.49;;;02.05.2025;5.49;5903416066040;Kozmetika
GEL OLOVKA EVELINE 05 1/1 ;378416;Eveline;1.0000;kom;5.49;5.49;;;02.05.2025;5.49;5903416066057;Kozmetika
MASKARA EVELINE PLAVA 9 ml;378418;Eveline;1.0000;kom;5.39;5.39;;;02.05.2025;5.39;5903416058069;Kozmetika
KAPSULE DG.ESPRE.INTENSO 560 g;378419;Nescafe;0.5600;KG;20.99;37.48;;;02.05.2025;20.99;8445291433342;Piæa
KREMA ZA L.EVELINE M.8u1 50 ml;378421;Eveline;0.0500;L;6.99;139.80;;;02.05.2025;6.99;5901761967869;Kozmetika
KAPSULE DOLCE GU.CORTADO 504 g;378422;Nescafe;0.5040;KG;20.99;41.65;;;02.05.2025;20.99;8445291433526;Piæa
L. EVELINE LAQU 213 8 ml;378424;Eveline;1.0000;kom;2.55;2.55;;;02.05.2025;2.55;5903416054078;Kozmetika
GEL LAK LAQUE 216 8 ml;378425;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416054108;Kozmetika
GEL LAK LAQUE 219 8 ml;378426;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416048855;Kozmetika
GEL LAK LAQUE 265 8 ml;378427;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416064244;Kozmetika
GEL LAK LAQUE 263 8 ml;378428;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416064220;Kozmetika
GEL LAK LAQUE 218 8 ml;378429;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416054122;Kozmetika
GEL LAK LAQUE 217 8 ml;378430;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416054115;Kozmetika
GEL LAK LAQUE 220 8 ml;378431;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416053781;Kozmetika
GEL LAK LAQUE 270 8 ml;378432;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416066972;Kozmetika
GEL LAK LAQUE 276 8 ml;378433;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416067023;Kozmetika
GEL LAK LAQUE 273 8 ml;378434;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416067009;Kozmetika
GEL LAK LAQUE 275 8 ml;378435;Eveline;1.0000;kom;2.8;2.80;;;02.05.2025;2.8;5903416066903;Kozmetika
GEL SOMAT EXC.DUO 2x810 ml;378438;Somat;1.0500;l;19.99;19.04;;;02.05.2025;19.99;9000101819342;Sredstva za èi¹æenje
MLIJEKO TRAJNO BIO NP 3,8% 1 L;378441;Natur pur;1.0000;L;1.49;1.49;;;02.05.2025;1.49;9100000024172;Hrana
NJOKI SVJ. REBRASTI SB 500 g;378444;S-Budget;0.5000;kg;1.19;2.38;;;02.05.2025;1.19;8033954557070;Hrana
PIVO STAROPRAMEN 6x0,5 L;378445;Staropramen;3.0000;L;7.29;2.43;;;02.05.2025;7.29;3850131006153;Piæa
CARSKO MESO MARINIRANO ;378446;;1.0000;kg;7.99;7.99;;;02.05.2025;7.99;3858881611566;Hrana
KEKS ZOB.WELLNE.GRO®ÐICE 210 g;378447;Bambi;0.2100;kg;1.99;9.48;;;02.05.2025;1.99;8600043030532;Hrana
CHANDON GARDEN SPRITZ  0,75 L;378449;;0.7500;L;24.02;32.03;;;02.05.2025;24.02;7790975197456;Piæa
VINO MONTE PERD.ROSE 0,75 L;378450;;0.7500;L;11.02;14.69;;;02.05.2025;11.02;5604424000933;Piæa
LIKER AVELL.LJE©.PREMI. 0,7 L;378451;;0.7000;L;26.02;37.17;;;02.05.2025;26.02;3859889132220;Piæa
VINO MALVASIA LINIJA 0,75 L;378453;;0.7500;L;5.49;7.32;;;02.05.2025;5.49;3859889132640;Piæa
VINO TERAN ZIGANTE TAR. 0,75 L;378454;;0.7500;L;19.49;25.99;;;02.05.2025;19.49;3858891982533;Piæa
VINO SH.ROSE 0,75 L;378455;;0.7500;L;21.79;29.05;;;02.05.2025;21.79;3857500066923;Piæa
VINO SH POSH 0,75 L;378456;;0.7500;L;25.19;33.59;;;02.05.2025;25.19;3857500066947;Piæa
DET.VESH WHITE 3 kg;378462;Vesh;3.0000;kg;14.99;5.00;;;02.05.2025;14.99;3870128037021;Sredstva za èi¹æenje
ZAÈ.VEGETA FINO MLJEVENA 200g;378479;Podravka;0.2000;kg;1.99;9.95;;;02.05.2025;1.99;3856020270544;Hrana
TJES.PODR.MAC´N´CHEESE 160g;378485;Podravka;0.1600;kg;2.49;15.56;;;02.05.2025;2.49;3856020269319;Hrana
SRE.DR.BECKMANN ÈISTI.ZA 100 g;378487;Dr. Beckmann;0.1000;kg;2.99;29.90;;;02.05.2025;2.99;4008455583815;Sredstva za èi¹æenje
®ELIN SUPER DOLCELA 25g;378491;Podravka;0.0250;kg;0.99;39.60;;;02.05.2025;1.07;3856020269586;Hrana
OSVJ.PIÆE FRUCTAL JABUKA 0,4 L;378492;Fructal;0.4000;L;1.32;3.30;;;02.05.2025;1.32;3838945042352;Piæa
NAMAZ VOÆ.SUHA SMOKVA POD.350g;378495;Podravka;0.3500;kg;3.99;11.40;;;02.05.2025;3.99;3856020269807;Hrana
D®EM VI©.KUP.JAG.PODRAVKA 330g;378497;Podravka;0.3300;kg;2.99;9.06;;;02.05.2025;2.89;3856020270186;Hrana
D®EM JAGODA POD.SQUEEZE 330g;378498;Podravka;0.3300;kg;2.99;9.06;;;02.05.2025;2.89;3856020270155;Hrana
D®EM MARELICA PODR.SQUEEZ 330g;378499;Podravka;0.3300;kg;2.99;9.06;;;02.05.2025;2.89;3856020270124;Hrana
BADEMI SEEBERGER 200 g;378501;Seeberger;0.2000;kg;5.39;26.95;;;02.05.2025;5.39;4008258065013;Hrana
SLANINA PUREÆA 100 g ;378502;Vindija;0.1000;kg;2.02;20.20;;;02.05.2025;2.02;3850159128998;Hrana
ORASI OLJU©TENI SEEBERGER 200g;378503;Seeburger;0.1500;kg;5.39;35.93;;;02.05.2025;5.39;4008258130018;Hrana
OSVJ.PIÆE FRUCTAL JAGODA 0,4 L;378504;Fructal;0.4000;L;1.32;3.30;;;02.05.2025;1.32;3838945042376;Piæa
OSVJ.PIÆE FRUCTAL MALINA 0,4 L;378505;Fructal;0.4000;L;1.32;3.30;;;02.05.2025;1.32;3838945042369;Piæa
CIDER BUZDOVAN CRVE.JAB.0,33 L;378506;;0.3300;L;2.29;6.94;;;02.05.2025;2.29;3857500065414;Piæa
GEL TU©.DOVE HYDRATE 720 ml;378507;Dove;0.7200;l;7.49;10.40;;;02.05.2025;7.49;8720181466465;Kozmetika
CIDER BUZDOVAN SUHA JAB.0,33 L;378508;;0.3300;L;2.29;6.94;;;02.05.2025;2.29;3857500065407;Piæa
GEL TU©.DOVE PETAL SOFT 720 ml;378509;Dove;0.7200;l;7.49;10.40;;;02.05.2025;7.49;8720181471575;Kozmetika
CIDER BUZDOVAN JAB.BAZG.0,33 L;378510;;0.3300;L;2.29;6.94;;;02.05.2025;2.29;3857500065438;Piæa
CIDER BUZDOVAN JABU.ÐUM.0,33 L;378512;;0.3300;L;2.29;6.94;;;02.05.2025;2.29;3857500065469;Piæa
OSVJ.PIÆE FRUC BUBB.-GUM 0,5 L;378514;Fruc;0.5000;L;1.32;2.64;;;02.05.2025;1.32;3838945042796;Piæa
GEL MR.MUSCLE ZA ODVODE 500 ML;378515;Mr.Muscle;0.5000;L;4.19;8.38;;;02.05.2025;4.19;5000204316155;Sredstva za èi¹æenje
BADEMI BLAN©IR.SEEBERGER 200 g;378516;Seeberger;0.2000;kg;6.99;34.95;;;02.05.2025;6.99;4008258073049;Hrana
PIVO BECK´S 4X0,5 L 3+1 GRATIS;378518;Becks;1.5000;L;5.07;3.38;;;02.05.2025;5.07;3850131290125;Piæa
OCAT ACETO BALSAMICO 250 ml;378519;Monari;0.2500;l;7.99;31.96;;;02.05.2025;7.99;80674016;Hrana
©UNKA PUREÆA EXCLUSIVE 100 g;378521;Perutnina;0.1000;kg;1.79;17.90;;;02.05.2025;1.79;3838977050646;Hrana
GAZIRANO PIÆE COCA-COLA 0,3 L;378523;Coca-Cola;0.3000;L;.92;3.07;;;02.05.2025;.92;90338052;Piæa
OCAT ACETO BALSAMICO 250 ml;378535;Monari;0.2500;l;2.49;9.96;;;02.05.2025;2.49;8003185006012;Hrana
GAZIRANO PIÆE FANTA 0,3 L;378536;Fanta;0.3000;L;.92;3.07;;;02.05.2025;.92;54026476;Piæa
GAZ.PIÆE SCHWEP.BOTAN.ZERO 1 L;378537;Schweppes;1.0000;L;1.79;1.79;;;02.05.2025;1.79;5449000325358;Piæa
SLA.MINI QUATTRO PLAZMA 800 ml;378540;Quattro;0.8000;L;4.99;6.24;;;02.05.2025;4.99;3850116064383;Hrana
GAZ.PIÆE SCHWEP.PINK TO.0,33 L;378542;Schweppes;0.3300;L;1.28;3.88;;;02.05.2025;1.28;5449000303615;Piæa
GAZIRA.PIÆE COCA-COLA 6X0,15 L;378543;Coca-Cola;0.9000;L;4.09;4.54;;;02.05.2025;4.09;5449000241085;Piæa
GAZ.PIÆE SCHWEPPE.TONIC 0,33 L;378548;Schweppes;0.3300;L;1.28;3.88;;;02.05.2025;1.28;5449000220943;Piæa
ENERGE.PIÆE MONSTER ZERO 0,5 L;378553;Monster;0.5000;L;1.95;3.90;;;02.05.2025;1.95;5061013940139;Piæa
ENER.PIÆE MONSTER AUSSIE 0,5 L;378557;Monster;0.5000;L;1.95;3.90;;;02.05.2025;1.95;5061013941488;Piæa
PIVO BITBURGER PILS.BEZA.0,5 L;378559;Bitburger;0.5000;L;1.52;3.04;;;02.05.2025;1.52;4102430061395;Piæa
PASTA ZA KUH.MAGG.PAD THAI 65g;378564;Maggi;0.0650;kg;1.59;24.46;;;02.05.2025;1.59;8445291189409;Hrana
REF.FRESH DAY BOHEMIAN 260 ml;378565;Fresh day;0.2600;L;2.65;10.19;;;02.05.2025;2.65;3858893727569;Sredstva za èi¹æenje
REF.FRESH DAY MARINE WA.260 ml;378567;Fresh day;0.2600;L;2.65;10.19;;;02.05.2025;2.65;3858893727583;Sredstva za èi¹æenje
UMAK MAGGI TIKKA MASALA 65 g;378568;Maggi;0.0650;kg;1.59;24.46;;;02.05.2025;1.59;8445291189836;Hrana
REF.FRESH DAY SWEET FLO.260 ml;378570;Fresh day;0.2600;L;2.65;10.19;;;02.05.2025;2.65;3858893727590;Sredstva za èi¹æenje
UMAK MAGGI TERIYAKI 65 g;378572;Maggi;0.0650;kg;1.59;24.46;;;02.05.2025;1.59;8445291189850;Hrana
REF.FRESH DAY SPRING BL.260 ml;378573;Fresh day;0.2600;L;2.65;10.19;;;02.05.2025;2.65;3858893727606;Sredstva za èi¹æenje
UMAK MAG.EXTRA HOT CHILLI 361g;378576;Maggi;0.3610;kg;3.59;9.94;;;02.05.2025;3.59;8445291218260;Hrana
UMAK MAG.HOT SWEET CHILLI 362g;378578;Maggi;0.3620;kg;3.59;9.92;;;02.05.2025;3.59;8445291218710;Hrana
UMAK MAGGI TERIYAKI 183 ml;378579;Maggi;0.1830;l;3.59;19.62;;;02.05.2025;3.59;8445291156647;Hrana
UMAK MAGGI FRIED NOODLES 190ml;378582;;0.1900;l;3.59;18.89;;;02.05.2025;3.59;8445291156586;Hrana
UMAK MAGGI SWEER CHILLI 191ml;378584;Maggi;0.1910;l;3.59;18.80;;;02.05.2025;3.59;8445291156678;Hrana
SLAD.KING MAJESTIC LEDO 450 ml;378591;King;0.4500;L;6.99;15.53;;;02.05.2025;6.99;3850116064505;Hrana
SLA.KING OBSESSION LEDO 450 ml;378592;King;0.4500;L;6.99;15.53;;;02.05.2025;6.99;3850116064475;Hrana
SLAD.KING SUPREME LEDO 450 ml;378593;King;0.4500;L;6.99;15.53;;;02.05.2025;6.99;3850116064444;Hrana
PJENA ERDAL ZA ÈI©ÆENJE.150 ml;378596;Erdal;0.1500;L;5.75;38.33;;;02.05.2025;5.75;9001531964879;Proizvodi za kuæanstvo
KOREK.ERDAL ZA BIJELU BO.75 ml;378597;Erdal;0.0750;L;3.15;42.00;;;02.05.2025;3.15;4001499197659;Proizvodi za kuæanstvo
ZAÈ.KORIJANDER MLJ.KOTANYI 20g;378598;Kotanyi;0.0200;kg;1.79;89.50;;;02.05.2025;1.49;9001414137260;Hrana
ZAÈIN GARAM MASALA.KOTANYI 20g;378601;Kotanyi;0.0200;kg;1.79;89.50;;;02.05.2025;1.49;9001414535523;Hrana
ZAÈIN KUMIN MLJEV.KOTANYI 15g;378603;Kotanyi;0.0150;kg;1.79;119.33;;;02.05.2025;1.49;9001414135532;Hrana
ZAÈIN PAPAR ©ARENI KOTANYI 50g;378605;Kotanyi;0.0500;kg;2.39;47.80;;;02.05.2025;1.99;9001414007358;Hrana
ZAÈ.CEJLON.CIMET KOTA.BIO 20 g;378613;Kotanyi;0.0200;kg;1.99;99.50;;;02.05.2025;1.99;9001414019139;Hrana
ZAÈIN ÐUMBIR KOTANYI BIO 20 g;378614;Kotanyi;0.0200;kg;1.99;99.50;;;02.05.2025;1.99;9001414019122;Hrana
ZAÈIN KURKUMA KOTANYI BIO 20 g;378615;Kotanyi;0.0200;kg;1.99;99.50;;;02.05.2025;1.99;9001414019115;Hrana
ZAÈ.ÈE©NJAK GRAN.KOTA.BIO 20 g;378616;Kotanyi;0.0200;kg;1.99;99.50;;;02.05.2025;1.99;9001414019078;Hrana
ZAÈIN ORIGANO KOTANYI BIO 9 g;378618;Kotanyi;0.0090;kg;1.49;165.56;;;02.05.2025;1.49;9001414004944;Hrana
SALVETE 33x33cm SURF PARTY;378621;;16.0000;kom;1.99;0.12;;;02.05.2025;1.99;0194099120975;Proizvodi za kuæanstvo
KEKS ZOB.WELLNESS ORIG.210 g;378622;Bambi;0.2100;kg;1.69;8.05;;;02.05.2025;1.69;8600043030525;Hrana
KEKS ZOB.WELLNESS NAR.155 g;378624;Bambi;0.1550;kg;2.29;14.77;;;02.05.2025;2.29;8600043034493;Hrana
KEKS ZOB.WELLNESS ÈOKO.210 g;378625;Bambi;0.2100;kg;1.99;9.48;;;02.05.2025;1.99;8600043030549;Hrana
VERMOUTH MARTINI FIERO 1 L;378630;;1.0000;L;17.49;17.49;;;02.05.2025;16.02;7630040402521;Piæa
PROTEIN PROT.SI VANIL.400 g;378632;PROTEINI SI;0.4000;kg;15.69;39.23;;;02.05.2025;15.69;3830081425372;Hrana
PROT.PROT.SI COOK.&CREAM 400 g;378635;PROTEINI SI;0.4000;kg;15.69;39.23;;;02.05.2025;15.69;3830081425341;Hrana
KIKIRIKI CHIO PR®ENI 250 g;378637;Chio;0.2500;kg;2.79;11.16;;;02.05.2025;2.29;3856021306198;Hrana
PLOÈICA PROT.PROTEINI.SI 50 g;378640;PROTEINI SI;0.0500;kg;1.69;33.80;;;02.05.2025;1.69;3830081429837;Hrana
PLOÈICA PROT.PROTEINI.SI 50 g;378642;Proteini.si;0.0500;kg;1.69;33.80;;;02.05.2025;1.69;3830081429820;Hrana
KIKIRIKI CHIO NESLANI 125 g;378644;Chio;0.1250;kg;1.79;14.32;;;02.05.2025;1.59;3856021306174;Hrana
PLOÈICA PROT.PROTEINI.SI 55 g;378645;Proteini.si;0.0550;kg;1.69;30.73;;;02.05.2025;1.69;3830059011354;Hrana
PLOÈICA PROT.PROTEINI.SI 55 g;378646;Proteini.si;0.0550;kg;1.69;30.73;;;02.05.2025;1.69;3830059011330;Hrana
PLOÈICA PROT.PROTEINI.SI 55 g;378647;Proteini.si;0.0550;kg;1.69;30.73;;;02.05.2025;1.69;3830081421237;Hrana
PLOÈICA PROT.PROTEINI.SI 55 g;378648;Proteini.si;0.0550;kg;1.69;30.73;;;02.05.2025;1.69;3830059011316;Hrana
DONUT PROTEINI.SI BL.COOK.60 g;378649;Proteini.si;0.0600;kg;2.19;36.50;;;02.05.2025;2.19;3830069179822;Hrana
PROT.SHAKE PROT.SI CHOC.330 ml;378653;;0.3300;L;2.69;8.15;;;02.05.2025;2.69;3830075227043;Hrana
PROT.SHAKE PROT.SI VANI.330 ml;378654;Proteini.si;0.3300;L;2.69;8.15;;;02.05.2025;2.69;3830069176180;Hrana
KIKIR.MASLAC PROTEINI.SI 1 kg;378656;;1.0000;kg;10.99;10.99;;;02.05.2025;10.99;3830084723987;Hrana
ZERO SYRUP PROT.SI CHOC.320 ml;378659;;0.3200;L;5.79;18.09;;;02.05.2025;5.79;3830069175046;Hrana
ORBIT BLUEBERRY BOÈICA 64 g;378663;Wrigley;0.0640;kg;3.69;57.66;;;02.05.2025;3.69;4009900538008;Hrana
®V.AIRW.BLACKCURRANT BOÈ.64 g;378665;Wrigley;0.0640;kg;3.69;57.66;;;02.05.2025;3.69;4009900550499;Hrana
®VA.AIR.EXTREME BOÈICA 64 g;378668;Wrigley;0.0640;kg;3.69;57.66;;;02.05.2025;3.69;4009900550208;Hrana
®VA.AIRW.BLACKMINT BOÈICA 64 g;378673;Wrigley;0.0640;kg;3.69;57.66;;;02.05.2025;3.69;4009900550178;Hrana
